column15,column16,column17
H0AK00097,ANCHOR POINT,AK
H0AL02087,MONTGOMERY,AL
H0AL02095,MILLBROOK,AL
H0AL05049,HUNTSVILLE,AL
H0AL05163,HUNTSVILLE,AL
H0AL06088,KIMBERLY,AL
H0AL07086,BIRMINGHAM,AL
H0AL07094,BIRMINGHAM,AL
H0AL07177,SELMA,AL
H0AR01083,JONESBORO,AR
H0AR01091,BLYTHEVILLE,AR
H0AR01109,JONESBORO,AR
H0AR01125,WYNNE,AR
H0AR02107,LITTLE ROCK,AR
H0AR02131,LITTLE ROCK,AR
H0AR03022,ELKINS,AR
H0AR03030,FAYETTEVILLE,AR
H0AR03055,ROGERS,AR
H0AS00018,WASHINGTON,DC
H0AZ01184,MESA,AZ
H0AZ01259,PRESCOTT,AZ
H0AZ01283,SHOW LOW,AZ
H0AZ01325,FLAGSTAFF,AZ
H0AZ01333,GILBERT,AZ
H0AZ03321,PHOENIX,AZ
H0AZ03362,PHOENIX,AZ
H0AZ03404,PHOENIX,AZ
H0AZ03412,PHOENIX,AZ
H0AZ04485,PHOENIX,AZ
H0AZ04493,PHOENIX,AZ
H0AZ04501,PHOENIX,AZ
H0AZ05078,SCOTTSDALE,AZ
H0AZ05102,SCOTTSDALE,AZ
H0AZ05128,TEMPE,AZ
H0AZ06043,GILBERT,AZ
H0AZ07017,TUCSON,AZ
H0AZ08015,TUCSON,AZ
H0CA00082,LOS ANGELES,CA
H0CA00108,RANCHO MIRAGE,CA
H0CA03078,ELK GROVE,CA
H0CA03110,CARMICHAEL,CA
H0CA05073,SACRAMENTO,
H0CA06139,SAN DIEGO,CA
H0CA08069,SAN FRANCISCO,CA
H0CA10073,CONCORD,CA
H0CA10115,FAIRFIELD,CA
H0CA10131,DANVILLE,CA
H0CA10149,WASHINGTON,DC
H0CA10164,PLEASANT HILL,CA
H0CA10172,WALNUT CREEK,CA
H0CA11303,ACAMPO,CA
H0CA11337,LODI,CA
H0CA11352,ELK GROVE,CA
H0CA12103,FOSTER CITY,CA
H0CA13093,SAN LEANDRO,CA
H0CA15148,SAN JOSE,CA
H0CA15171,SAN JOSE,CA
H0CA16104,SAN JOSE,CA
H0CA17169,CAPITOLA,CA
H0CA17185,CARMEL,CA
H0CA19082,FRESNO,CA
H0CA19173,TURLOCK,CA
H0CA20080,HANFORD,CA
H0CA20098,VISALIA,CA
H0CA20106,FRESNO,CA
H0CA22086,MORRO BAY,CA
H0CA23043,WESTLAKE VILLAGE,CA
H0CA23100,THOUSAND OAKS,CA
H0CA23159,SANTA BARBARA,CA
H0CA26111,GLENDORA,CA
H0CA27085,LOS ANGELES,CA
H0CA27101,SHADOW HILLS,CA
H0CA27119,HERMOSA BEACH,CA
H0CA28109,W HOLLYWOOD,CA
H0CA28117,GRANADA HILLS,CA
H0CA29107,GLENDALE,CA
H0CA30071,LOS ANGELES,CA
H0CA31087,EL MONTE,CA
H0CA31111,LOS ANGELES,CA
H0CA32101,LOS ANGELES,CA
H0CA32127,BURBANK,CA
H0CA32317,LOS ANGELES,CA
H0CA32325,WEST COVINA,CA
H0CA33091,LOS ANGELES,CA
H0CA33109,LOS ANGELES,CA
H0CA33117,LOS ANGELES,CA
H0CA33141,LOS ANGELES,CA
H0CA33158,INGLEWOOD,CA
H0CA36144,LONG BEACH,CA
H0CA38066,LOS ANGELES,CA
H0CA38116,MONROVIA,CA
H0CA38124,SHERMAN OAKS,CA
H0CA42175,LA MIRADA,CA
H0CA44130,CORONA,CA
H0CA45053,BURBANK,CA
H0CA46069,BURBANK,CA
H0CA48024,VISTA,CA
H0CA49055,SAN DIEGO,CA
H0CA52034,RAMONA,CA
H0CA53024,PEACHTREE CITY,GA
H0CO01086,AURORA,CO
H0CO01094,DENVER,CO
H0CO04114,JOHNSTOWN,CO
H0CO04122,LONE TREE,CO
H0CO07042,BENNETT,CO
H0CT02140,MADISON,CT
H0CT03072,NEW HAVEN,CT
H0CT03106,WALLINGFORD,CT
H0CT03122,EAST HAVEN,CT
H0CT04138,WILTON,CT
H0CT04146,FAIRFIELD,CT
H0CT04161,BRIDGEPORT,CT
H0CT04179,WILTON,CT
H0CT05119,PLAINVILLE,CT
H0CT05127,BROOKFIELD ,CT
H0CT05150,LITCHFIELD,CT
H0DC00058,WASHINGTON,DC
H0DC00165,WASHINGTON,DC
H0DC00215,WASHINGTON,DC
H0DE00068,LEWES,DE
H0DE00118,TOWNSEND,DE
H0DE01017,WILMINGTON,DE
H0DE01025,WILMINGTON,DE
H0DE01033,REHOBOTH BEACH,DE
H0FL00023,PENSACOLA,FL
H0FL02086,TALLAHASSEE,FL
H0FL02110,LYNN HAVEN,FL
H0FL02136,MARCO ISLAND,FL
H0FL03076,GAINESVILLE,FL
H0FL03084,ALACHUA,FL
H0FL03092,JACKSONVILLE,FL
H0FL03100,ORANGE PARK,
H0FL03118,ASTOR,FL
H0FL03134,JACKSONVILLE,FL
H0FL04033,JACKSONVILLE,FL
H0FL04066,JACKSONVILLE,FL
H0FL04116,JACKSONVILLE,FL
H0FL05139,BROOKSVILLE,FL
H0FL06061,JACKSONVILLE,FL
H0FL06079,OCALA,FL
H0FL07077,PALM COAST,FL
H0FL08042,SORRENTO,FL
H0FL08141,ORLANDO,FL
H0FL08166,OCALA,FL
H0FL08174,ORLANDO,FL
H0FL08208,WEBSTER,FL
H0FL08216,ORLANDO,FL
H0FL11137,LAND O LAKES,FL
H0FL11152,TAMPA,FL
H0FL11186,TAMPA,FL
H0FL12101,LAKELAND,FL
H0FL12127,VALRICO,FL
H0FL12168,VALRICO,FL
H0FL15054,CAPE CANAVERAL,FL
H0FL17043,MIAMI,FL
H0FL17068,MIAMI GARDENS,FL
H0FL17076,N MIAMI BEACH,FL
H0FL17100,MIAMI,FL
H0FL17134,NORTH MIAMI,FL
H0FL17142,MIAMI,FL
H0FL18025,MIAMI,FL
H0FL19049,LAKE WORTH ,FL
H0FL19080,BOCA RATON,FL
H0FL20054,SUNRISE,FL
H0FL20070,PEMBROKE PINES,FL
H0FL24049,NEW SMYRNA BEACH,FL
H0FL24064,WINTER PARK,FL
H0FL24072,LONGWOOD,FL
H0FL24098,PORT ORANGE,FL
H0FL24155,WINTER SPRINGS,FL
H0FL24163,MERRITT ISLAND,FL
H0FL24171,NEW SMYRNA BEACH,FL
H0FL25012,MIAMI,FL
H0FL25038,MIAMI,FL
H0FL25079,MIAMI BEACH,FL
H0GA02225,MONTEZUMA,GA
H0GA04023,DULUTH,GA
H0GA04106,ATLANTA,GA
H0GA07125,MONROE,GA
H0GA07133,LAWRENCEVILLE,GA
H0GA07141,SNELLVILLE,GA
H0GA07174,LOGANVILLE,GA
H0GA08057,MACON,GA
H0GA08065,MACON,GA
H0GA08073,BONAIRE,GA
H0GA08081,MACON,GA
H0GA08099,ASHBURN,GA
H0GA09030,RANGER,GA
H0GA09063,RINGGOLD,GA
H0GA09089,GAINESVILLE,GA
H0GA09139,RINGGOLD,GA
H0GA10228,BLAIRSVILLE,GA
H0GA10236,APPLING,GA
H0GA13016,JONESBORO,GA
H0GA13032,NEWNAN,GA
H0GA13081,MABLETON,GA
H0GA13099,STOCKBRIDGE,GA
H0HI01058,HONOLULU,HI
H0HI01157,HONOLULU,HI
H0HI01165,HONOLULU,HI
H0HI01181,HONOLULU,HI
H0HI02130,PAIA,HI
H0IA01133,DUBUQUE,IA
H0IA02107,ROBINS,IA
H0IA02123,HIAWATHA ,IA
H0IA03139,URBANDALE,IA
H0IA03162,GRIMES,IA
H0IA03170,WEST DES MOINES,IA
H0IA05092,MANNING,IA
H0ID01253,EAGLE,ID
H0ID01261,POST FALLS,ID
H0ID01279,BOISE,ID
H0ID02095,BOISE,ID
H0IL00014,CHICAGO,IL
H0IL01137,EVERGREEN PARK,IL
H0IL01145,CHICAGO,IL
H0IL01152,CHICAGO,IL
H0IL05096,CHICAGO,IL
H0IL05104,CHICAGO,IL
H0IL05112,CHICAGO,IL
H0IL05187,DEERFIELD,IL
H0IL05229,CHICAGO,IL
H0IL05237,ENON,OH
H0IL05245,CHICAGO,IL
H0IL05252,NORTHLAKE,IL
H0IL05294,CHICAGO,IL
H0IL07126,CHICAGO,IL
H0IL08033,BURR RIDGE,IL
H0IL08074,BARRINGTON,IL
H0IL08090,MCHENRY,IL
H0IL08108,NORTH BARRINGTON,IL
H0IL08116,BARRINGTON,IL
H0IL08124,MUNDELEIN,IL
H0IL09080,NILES,IL
H0IL10120,HIGHLAND PARK,IL
H0IL10302,KENILWORTH,IL
H0IL10328,LAKE BLUFF,IL
H0IL11052,CHANNAHON,IL
H0IL14080,PLANO,IL
H0IL15053,URBANA,IL
H0IL15087,SPFLD,IL
H0IL17059,EAST MOLINE,IL
H0IL18040,WASHINGTON,IL
H0IN01077,HAMMOND,IN
H0IN01101,VALPARAISO,IN
H0IN02125,SHELBYVILLE,IN
H0IN02190,ELKHART,IN
H0IN03131,FORT WAYNE,IN
H0IN03198,HOWE,IN
H0IN04170,INDIANAPOLIS,IN
H0IN04188,THORNTOWN,IN
H0IN05169,FREEDOM,IN
H0IN08114,NEWBURGH,IN
H0IN08122,NEWPORT,IN
H0IN08130,TERRE HAUTE,IN
H0IN09070,BLOOMINGTON,IN
H0IN09138,BLOOMINGTON,IN
H0KS01123,SALINA,KS
H0KS02147,LEAVENWORTH,KS
H0KS03053,OVERLAND PARK,KS
H0KS03137,OVERLAND PARK,KS
H0KS03145,OVERLAND PARK,KS
H0KS03178,OVERLAND PARK,KS
H0KS03194,LEAWOOD,KS
H0KS04051,WICHITA,KS
H0KS04077,WICHITA,KS
H0KS04101,WICHITA,KS
H0KY03226,LOUISVILLE,KY
H0KY04059,HIGHLAND HEIGHTS,KY
H0KY05015,SOMERSET,KY
H0KY05130,LOUISA,KY
H0KY06104,LEXINGTON,KY
H0LA01087,JEFFERSON,LA
H0LA02119,NEW ORLEANS,LA
H0LA02176,NEW ORLEANS,LA
H0LA02192,NEW ORLEANS,LA
H0LA03018,THIBODAUX         ,LA
H0LA03141,NEW IBERIA,LA
H0LA03174,HOUMA,LA
H0LA04073,BOSSIEN CITY,LA
H0LA04081,BOSSIER CITY,LA
H0LA08017,FOREST HILL,LA
H0MA01040,SPRINGFIELD,MA
H0MA02105,BLACKSTONE,MA
H0MA03038,SHREWSBURY,MA
H0MA03087,HOLLISTON,MA
H0MA05058,HAVERHILL,MA
H0MA08029,DANVERS,MA
H0MA09027,DIGHTON,MA
H0MA10066,SANDWICH,MA
H0MA10074,SCITUATE,MA
H0MA10082,MONUMENT BEACH,MA
H0MA10090,CUMMAGUID,MA
H0MA10132,SCITUATE,MA
H0MD01166,SALISBURY,MD
H0MD01174,FEDERALSBURG,MD
H0MD02149,LUTHERVILLE,MD
H0MD03121,GLEN BURNIE,MD
H0MD03139,COLUMBIA,MD
H0MD04129,SILVER SPRING,MD
H0MD05126,COLLEGE PARK,MD
H0MD06181,FREDERICK,MD
H0MD07072,WOODBINE,MD
H0MD08153,ROCKVILLE,MD
H0ME02059,AUBURN,ME
H0MI01088,CRYSTAL FALLS,MI
H0MI01104,TRAVERSE CITY,MI
H0MI01112,OSCODA,MI
H0MI01120,WEST BRANCH,MI
H0MI01138,ALPENA,MI
H0MI01146,KEWADIN,MI
H0MI01187,CHARLEVOIX,MI
H0MI02086,FREEMONT,MI
H0MI02094,ZEELAND,MI
H0MI02144,GRAND HAVEN,MI
H0MI02177,FERRYSBURG,MI
H0MI03118,KENTWOOD,MI
H0MI03126,GRAND RAPIDS,MI
H0MI03167,GRAND RAPIDS,MI
H0MI03209,GRAND RAPIDS,MI
H0MI05063,GRAND BLANC,MI
H0MI07051,JACKSON,MI
H0MI07077,DEXTER,MI
H0MI07093,RIGA,MI
H0MI07101,BATTLE CREEK,MI
H0MI08042,HOWELL,MI
H0MI08091,LANSING,MI
H0MI09115,FARMINGTON HILLS,MI
H0MI09156,AUBURN HILLS,MI
H0MI10071,MIDLAND,
H0MI12119,ROSEVILLE,MI
H0MI12127,CHESTERFIELD,MI
H0MI12135,FRASER,MI
H0MI13380,DETROIT,MI
H0MI13398,DETROIT,MI
H0MI13414,GROSSE POINTE WOOD,MI
H0MI13422,GARDEN CITY,MI
H0MI13448,DETROIT,MI
H0MI56017,CHARLOTTE,MI
H0MN01045,BLUE EARTH,MN
H0MN01086,ROCHESTER,MN
H0MN04049,ST PAUL,MN
H0MN04163,ST. PAUL,MN
H0MN05103,MINNEAPOLIS,MN
H0MN05137,MINNEAPOLIS,MN
H0MN06127,DULUTH,MN
H0MN08115,ST PAUL,MN
H0MO00019,SAINT LOUIS,MO
H0MO01066,SAINT LOUIS,MO
H0MO01124,ST LOUIS,MO
H0MO01132,SAINT LOUIS,MO
H0MO01165,SPRINGFIELD,MO
H0MO02148,ST LOUIS,MO
H0MO02213,ST. LOUIS,MO
H0MO03120,SAINT LOUIS,MO
H0MO03153,HOUSE SPRINGS,MO
H0MO04086,HARRISONVILLE,MO
H0MO04128,MARSHALL,MO
H0MO06073,TARKIO,MO
H0MO06164,LIBERTY,MO
H0MO06172,GLADSTONE,MO
H0MO07113,SPRINGFIELD,MO
H0MO07139,SPRINGFIELD,MO
H0MO07147,ASH GROVE,MO
H0MO07162,HIGHLANDVILLE,MO
H0MO07170,NIXA,MO
H0MO07196,JOPLIN,MO
H0MO09135,HALLSVILLE,MO
H0MO09168,MOBERLY,MO
H0MP03018,SAIPAN,MP
H0MS01043,TUPELO,MS
H0MS01050,EUROPA,MS
H0MS01076,OXFORD,MS
H0MS02058,CLINTON,MS
H0MS02066,VICKSBURG,MS
H0MS03049,HATTIESBURG,MS
H0MS04120,BILOXI,MS
H0MT00082,PARADISE,MT
H0NC01036,INDIAN BEACH,NC
H0NC01051,MACON,NC
H0NC02042,LOUISBURG,NC
H0NC02059,RALEIGH,NC
H0NC02067,MORRISVILLE,NC
H0NC04139,RALEIGH,NC
H0NC04147,CARY,NC
H0NC06126,SOUTHERN PINES,NC
H0NC07090,SUPPLY,NC
H0NC08163,RAEFORD,NC
H0NC08189,CONCORD,NC
H0NC08205,FAYETTEVILLE,NC
H0NC10151,MOORESVILLE,NC
H0NC10177,SHELBY,NC
H0NC10185,MAIDEN,NC
H0NC11126,FRANKLIN,NC
H0NC12082,GREENSBORO,NC
H0NC13015,WAKE FOREST,NC
H0NC13023,RALEIGH,NC
H0NC13064,EDEN,NC
H0ND01026,BISMARCK,ND
H0NE02151,OMAHA,NE
H0NE03183,HOLDREGE,NE
H0NE03191,COLUMBUS,NE
H0NH01217,MANCHESTER,NH
H0NH01225,BEDFORD,NH
H0NH02017,PETERBOROUGH,NH
H0NH02181,CONCORD,NH
H0NH02215,BOW,NH
H0NJ01066,HADDON HEIGHTS,NJ
H0NJ01157,BELLMAWR,NJ
H0NJ02098,VINELAND,NJ
H0NJ02114,EGG HARBOR TWP,NJ
H0NJ03146,TOMS RIVER,NJ
H0NJ03153,MT LAUREL,NJ
H0NJ03179,MOUNT LAUREL,NJ
H0NJ04086,BRICK,NJ
H0NJ04094,BURLINGTON,NJ
H0NJ06149,PLAINFIELD,NJ
H0NJ06164,HIGHLANDS,NJ
H0NJ10026,NEWARK,NJ
H0NJ10133,IRVINGTON,NJ
H0NJ10174,MAPLEWOOD,NJ
H0NJ10182,NEWARK ,NJ
H0NJ11123,FLANDERS,NJ
H0NJ31014,JERSEY CITY,NJ
H0NJ33010,GUTTENBERG,NJ
H0NM03045,FARMINGTON,NM
H0NV01128,LAS VEGAS,NV
H0NV01144,LAS VEGAS,NV
H0NV02142,LAS VEGAS,NV
H0NV03033,LAS VEGAS,NV
H0NV03041,HENDERSON,NV
H0NV03058,LAS VEGAS,NV
H0NY00055,BRONX,NY
H0NY01137,RONKONKOMA,NY
H0NY01152,STONY BROOK,NY
H0NY02085,MELVILLE,NY
H0NY02168,HUNTINGTON,NY
H0NY02176,NORTH BABYLON,NY
H0NY04057,NEW HYDE PARK,NY
H0NY04081,EAST ROCKAWAY,NY
H0NY04099,LYNBROOK,NY
H0NY04107,BALDWIN,NY
H0NY07068,BRONX,NY
H0NY13074,BROOKLYN,NY
H0NY14205,NEW YORK,NY
H0NY14213,NEW YORK,NY
H0NY15111,NEW YORK,NY
H0NY15129,NEW YORK,
H0NY16101,BRONX,NY
H0NY18065,BRONX,NY
H0NY19139,FISHKILL,NY
H0NY19162,TUXEDO,NY
H0NY20079,GLENS FALLS,NY
H0NY20095,KINDERHOOK,NY
H0NY23057,WATERTOWN,NY
H0NY23065,GOUVERNEUR,NY
H0NY23073,LOWVILLE,NY
H0NY23081,PLATTSBURGH,NY
H0NY23107,LAKE PLACID,NY
H0NY23115,ESSEX,NY
H0NY25052,SYRACUSE,NY
H0NY25078,SYRACUSE,NY
H0NY25086,SYRACUSE,NY
H0NY28106,ROCHESTER,NY
H0NY28114,BUFFALO,NY
H0NY29054,CORNING,NY
H0OH02071,WAVERLY,OH
H0OH03087,MIAMISBURG,OH
H0OH05041,DEFIANCE,OH
H0OH06171,POLAND,OH
H0OH06189,MARIETTA,OH
H0OH07021,SPRINGFIELD,OH
H0OH07088,CANAL WINCHESTER,OH
H0OH07096,PICKERINGTON,OH
H0OH07120,FAIRBORN,OH
H0OH08029,WEST CHESTER,OH
H0OH08136,DAYTON,OH
H0OH12062,GALENA,OH
H0OH12088,WHITEHALL,OH
H0OH12120,UPPER ARLINGTON,OH
H0OH12138,COLUMBUS,OH
H0OH13102,BARBERTON,OH
H0OH15081,COLUMBUS,OH
H0OH15099,GALLOWAY,OH
H0OH15123,COLUMBUS,OH
H0OH16097,WADSWORTH,OH
H0OH18069,NEWARK,OH
H0OH18077,LAKEVILLE,OH
H0OK01105,TULSA,OK
H0OK01121,TULSA,OK
H0OK05114,EDMOND,OK
H0OK05122,OKLAHOMA CITY,OK
H0OK05130,TECUMSEH,OK
H0OK05155,EDMOND,OK
H0OR01111,PORTLAND,OR
H0OR01129,BEAVERTON,OR
H0OR04081,CAVE JUNCTION,OR
H0PA01275,PHILADELPHIA,PA
H0PA03198,ERIE,PA
H0PA03222,ERIE,PA
H0PA03248,COCHRANTON,PA
H0PA03271,BUTLER,PA
H0PA03289,ERIE,PA
H0PA03305,HERMITAGE,PA
H0PA04220,SEWICKLEY,PA
H0PA04238,ALIQUIPPA,PA
H0PA05060,STATE COLLEGE,PA
H0PA06076,WEST CHESTER,PA
H0PA06084,BIRDSBORO,PA
H0PA06118,BALA CYNWYD,PA
H0PA06134,GLENMOORE,PA
H0PA07074,PHOENIXVILLE,PA
H0PA07082,DREXEL HILL,PA
H0PA07116,RADNOR,PA
H0PA08122,CHALFONT,PA
H0PA08130,CHALFONT,PA
H0PA08148,LANG HORNE,PA
H0PA08155,DOYLESTOWN,PA
H0PA10078,COGAN STATION,PA
H0PA10086,LAKE ARIEL,PA
H0PA12090,EIGHTY FOUR,PA
H0PA12132,JOHNSTOWN,PA
H0PA12157,JOHNSTOWN,PA
H0PA13080,RYDAL,PA
H0PA13106,BLUE BELL,PA
H0PA14039,PITTSBURGH,PA
H0PA14096,PITTSBURGH,PA
H0PA14104,CORAOPOLIS,PA
H0PA15101,BETHLEHEM,PA
H0PA17081,HARRISBURG,PA
H0PA18055,SOUTH PARK,PA
H0PA18063,N HUNTINGDON,PA
H0PR00051,SAN JUAN,PR
H0RI01073,PROVIDENCE,RI
H0RI01081,PAWTUCKET,RI
H0RI02139,WARWICK,RI
H0RI02212,PROVIDENCE,RI
H0RI02238,PROVIDENCE,RI
H0SC01071,NORTH CHARLESTON,SC
H0SC01105,BONNEAU,SC
H0SC01196,GEORGETOWN,SC
H0SC01295,MYRTLE BEACH,SC
H0SC01329,SUMMERVILLE,SC
H0SC01352,SULLIVANS ISLAND,SC
H0SC02053,LEESVILLE,SC
H0SC03077,LAURENS,SC
H0SC04224,MAULDIN,SC
H0SC04240,GREENVILLE,SC
H0SC04257,SPARTANBURG,SC
H0SC04273,CAMPOBELLO,SC
H0SC05031,INDIAN LAND,SC
H0SD00054,SIOUX FALLS,SD
H0TN03254,CHATTANOOGA,TN
H0TN03296,CHATTANOOGA,TN
H0TN03304,SIGNAL MOUNTAIN,TN
H0TN03361,HIXSON,TN
H0TN03403,CHATTANOOGA,TN
H0TN04195,SOUTH PITTSBURG,TN
H0TN04211,MONTEREY ,TN
H0TN05101,NASHVILLE,TN
H0TN05143,MT JULIET,TN
H0TN05150,NASHVILLE,TN
H0TN05242,LEBANON,TN
H0TN06224,MURFREESBORO,TN
H0TN06232,SPRINGFIELD,TN
H0TN06240,MURFREESBORO,TN
H0TN06257,GALLATIN,TN
H0TN06265,MURJREESBORO,TN
H0TN06299,MURFREESBORO,TN
H0TN06307,LEBANON,TN
H0TN08220,JACKSON,TN
H0TN08246,JACKSON,TN
H0TN08253,DRESDEN ,TN
H0TN08329,JACKSON,TN
H0TN09053,MEMPHIS,TN
H0TN09061,CORDOVA,TN
H0TN09095,CORDOVA,TN
H0TX02072,HOUSTON,TX
H0TX03088,PLANO,TX
H0TX04037,ROCKWALL,TX
H0TX04094,PARIS,TX
H0TX04136,PRINCETON,TX
H0TX04144,WINNSBORO,TX
H0TX05091,DALLAS,TX
H0TX06065,ARLINGTON,TX
H0TX07055,HOUSTON,TX
H0TX07139,KATY,TX
H0TX07147,HOUSTON,TX
H0TX08087,CYPRESS,TX
H0TX09143,HOUSTON,TX
H0TX10182,AUSTIN,TX
H0TX12147,FORT WORTH,TX
H0TX12196,FORT WORTH,TX
H0TX13061,NOCONA,TX
H0TX17088,FORT WORTH,TX
H0TX17096,GRANBURY,TX
H0TX17104,BRYAN,TX
H0TX18219,HOUSTON,TX
H0TX18227,HOUSTON,TX
H0TX18235,LUMBERTON,TX
H0TX20090,SAN ANTONIO,TX
H0TX21072,GEORGETOWN,TX
H0TX23060,SAN ANTONIO,TX
H0TX23078,HELOTES,TX
H0TX23086,SAN ANTONIO,TX
H0TX24126,CARROLLTON,TX
H0TX24134,FLOWER MOUND,TX
H0TX26089,KELLEN,TX
H0TX26105,OAK POINT,TX
H0TX27061,CORPUS CHRISTI,TX
H0TX28028,CHARLOTTE,TX
H0TX28044,SEQUIN,TX
H0TX30032,DALLAS,TX
H0TX30040,DESOTO,TX
H0TX32020,DALLAS,TX
H0UT02096,SALT LAKE CITY,UT
H0VA01185,ALEXANDRIA,VA
H0VA02084,VIRGINIA BEACH,VA
H0VA02092,VIRGINIA BEACH,VA
H0VA02118,VIRGINIA BEACH,VA
H0VA05095,CHATHAM,VA
H0VA05111,MONETA,VA
H0VA07042,GLEN ALLEN,
H0VA08040,ALEXANDRIA,VA
H0VA09055,CHRISTIANSBURG,VA
H0VA10087,MCLEAN,VA
H0VA10129,ASHBURN,VA
H0VA10145,LEESBURG,VA
H0VA11077,CLIFTON,VA
H0VI00037,ST THOMAS,VI
H0WA02080,EVERETT,WA
H0WA02163,BELLINGHAM,WA
H0WA02171,BELLINGHAM,WA
H0WA03138,EAST OLYMPIA,WA
H0WA03161,OLYMPIA,WA
H0WA03187,RIDGEFIELD,WA
H0WA03203,BATTLE GROUND,WA
H0WA03211,VANCOUVER,WA
H0WA04060,KENNEWICK,WA
H0WA04078,PROSSER,WA
H0WA06065,GIG HARBOR,WA
H0WA07113,SEATTLE,WA
H0WA08046,BOTHELL,WA
H0WA08061,ISSAQUAH,WA
H0WA08079,LYNNWOOD,WA
H0WI03084,HOULTON,WI
H0WI04082,MILWAUKEE,WI
H0WI04116,MILWAUKEE,WI
H0WI05105,SHOREWOOD,WI
H0WI06061,FOND DU LAC,WI
H0WI06145,MONTELLO,WI
H0WI07051,WAUSAU,WI
H0WI07077,IRON RIVER,WI
H0WI07093,SUPERIOR,WI
H0WI08075,SHERWOOD,WI
H0WI08083,,
H0WI08091,PEMBINE,WI
H0WV01049,WHEELING,WV
H0WV01072,WHEELING,WV
H0WV02104,CHARLESTON,WV
H2AK00119,ANCHORAGE,AK
H2AK00127,FAIRBANKS,AK
H2AK00143,FAIRBANKS,AK
H2AL01184,MOBILE,AL
H2AL01192,MOBILE,AL
H2AL03032,ANNISTON,AL
H2AL03099,OPELIKA,AL
H2AL04055,SULLIGENT,AL
H2AL05086,HAZEL GREEN,AL
H2AL05094,MADISON,AL
H2AL06035,WASHINGTON,DC
H2AL06126,GARDENDALE,AL
H2AL06134,ALABASTER,AL
H2AR01071,JONESBORO,AR
H2AR02061,LITTLE ROCK,AR
H2AR03143,SULPHUR SPRINGS,AR
H2AR04083,DARDANELLE,
H2AR04133,HOT SPRINGS,AR
H2AZ01172,FLGASTAFF,AZ
H2AZ01271,FLAGSTAFF,AZ
H2AZ01297,FORT MOHAVE,AZ
H2AZ01321,ARIZONA CITY,AZ
H2AZ02055,PHOENIX,
H2AZ03087,PHOENIX,AZ
H2AZ03103,PHOENIX,AZ
H2AZ03129,TUCSON,AZ
H2AZ03145,TUCSON,AZ
H2AZ04127,SAN TAN VALLEY,AZ
H2AZ04135,LAKE HAVASU CITY,AZ
H2AZ04143,GOLDEN VALLEY,AZ
H2AZ04150,TOLLESON,AZ
H2AZ04168,FORT MOHAVE,AZ
H2AZ05132,SCOTTSDALE,AZ
H2AZ05140,GILBERT,AZ
H2AZ06148,MESA,AZ
H2AZ06155,GILBERT,AZ
H2AZ06197,PHOENIX,AZ
H2AZ07070,TUCSON,AZ
H2AZ07161,TUCSON ,AZ
H2AZ08045,TUCSON,AZ
H2AZ08052,SIERRA VISTA,AZ
H2AZ08086,TUCSON,AZ
H2AZ08094,TUCSON,AZ
H2AZ08102,TUCSON,AZ
H2AZ09019,TEMPE,AZ
H2AZ09027,TEMPE,AZ
H2AZ09035,FLAGSTAFF,AZ
H2AZ09068,MESA,AZ
H2AZ09092,MESA,AZ
H2AZ09100,TEMPE,AZ
H2CA00096,MANTECA,CA
H2CA00104,LONG BEACH,CA
H2CA00120,THOUSAND OAKS,CA
H2CA00138,PINON HILLS,CA
H2CA01110,PENN VALLEY,CA
H2CA01136,REDDING,CA
H2CA01151,REDDING,CA
H2CA02068,REDDING,CA
H2CA02092,SUTTER,CA
H2CA02100,SAN RAFAEL,CA
H2CA02118,GARBERVILLE,CA
H2CA02126,MENDOCINO,CA
H2CA02142,BIGGS,CA
H2CA02167,UKIAH,CA
H2CA03082,SACRAMENTO,CA
H2CA04114,LINCOLN,CA
H2CA05087,ROHNERT PARK,CA
H2CA06259,SAN RAFAEL,CA
H2CA08156,PHELAN,CA
H2CA08164,YUCCA VALLEY,CA
H2CA09113,LODI,CA
H2CA10145,MODESTO,CA
H2CA11168,EL SOBRANTE,CA
H2CA15086,SAN LEANDRO,CA
H2CA15094,DUBLIN,CA
H2CA16100,BURREL,CA
H2CA16118,OAKDALE,CA
H2CA20094,FRESNO,CA
H2CA21159,BAKERSFIELD,CA
H2CA22140,SAN JOSE,CA
H2CA23106,SANTA MARIA,CA
H2CA23114,SANTA BARBARA,CA
H2CA23122,BAKERSFIELD,CA
H2CA24153,WESTLAKE VILLAGE,CA
H2CA25028,TEHACHAPI,CA
H2CA25036,SANTA CLARITA,CA
H2CA25135,VALENCIA,CA
H2CA25143,FULLERTON,CA
H2CA25150,LAKE HUGHES,CA
H2CA25168,SIMI VALLEY,CA
H2CA25176,SANTA CLARITA,CA
H2CA26026,VALLEY VILLAGE,CA
H2CA26109,MOORPARK,CA
H2CA27198,ARCADIA,CA
H2CA28097,VALLEY VILLAGE,CA
H2CA28113,LOS ANGELES,CA
H2CA28121,LA CRESCENTA,CA
H2CA30143,LOS ANGELES,CA
H2CA30234,SANTA MONICA,CA
H2CA30242,WOODLAND HILLS,CA
H2CA31125,SAN BERNARDINO,CA
H2CA33048,LOS ANGELES,CA
H2CA33147,MANHATTAN BEACH,CA
H2CA35100,LOS ANGELES,CA
H2CA35118,CHINO,
H2CA36249,MARINA DEL REY,CA
